0.94906,0.9409,0.93263,0.92446,0.91691,0.91044,0.90544,0.90226,0.90063,0.90091,0.90321,0.9075,0.91348,0.921,0.92964,0.93875,0.94793,0.95672,0.96485,0.97202,0.97788,0.98097,0.98162,0.9821,0.98342,0.98381,0.985,0.98687,0.98941,0.99264,0.99615,1
0.95549,0.94815,0.94042,0.93272,0.92531,0.91866,0.91317,0.90919,0.90664,0.90546,0.90614,0.90867,0.91289,0.91868,0.92578,0.93379,0.94222,0.95074,0.95892,0.96641,0.97298,0.97823,0.98171,0.9824,0.98312,0.98478,0.98567,0.98733,0.98967,0.99277,0.99627,1
0.96154,0.95462,0.94748,0.9402,0.93298,0.92631,0.92053,0.91599,0.91277,0.9106,0.90995,0.91099,0.91368,0.91791,0.92354,0.93031,0.93773,0.94566,0.95357,0.96118,0.96809,0.97416,0.97906,0.98268,0.98346,0.98484,0.98637,0.98779,0.99,0.99288,0.99634,1
0.96717,0.96077,0.95387,0.94702,0.94008,0.93347,0.92753,0.92256,0.9188,0.916,0.91436,0.91416,0.91555,0.91841,0.92265,0.92812,0.93445,0.94157,0.94899,0.95641,0.96346,0.96993,0.97557,0.98022,0.98377,0.98491,0.98706,0.98824,0.99025,0.99306,0.99637,1
0.97242,0.96623,0.95989,0.95324,0.94667,0.94022,0.93417,0.9289,0.92467,0.92144,0.91909,0.91792,0.91822,0.91992,0.92292,0.92717,0.93241,0.93859,0.94533,0.95232,0.95928,0.96589,0.97196,0.97722,0.98153,0.98505,0.98672,0.98896,0.9906,0.99317,0.99645,1
0.97762,0.97141,0.96537,0.95904,0.95272,0.94654,0.94052,0.9351,0.93044,0.92685,0.92404,0.92211,0.92146,0.92216,0.92409,0.92725,0.93146,0.93667,0.9426,0.94902,0.95569,0.96225,0.9685,0.97412,0.97905,0.98317,0.98666,0.98875,0.9908,0.99349,0.99651,1
0.98266,0.97677,0.9705,0.96454,0.95834,0.95239,0.94655,0.94106,0.93616,0.93211,0.92906,0.92655,0.92513,0.92494,0.92598,0.92816,0.93145,0.93568,0.94081,0.94657,0.95276,0.95907,0.96532,0.97112,0.97646,0.9811,0.98511,0.98857,0.99086,0.99328,0.99668,1
0.98681,0.98183,0.97589,0.96968,0.9639,0.95784,0.95225,0.94676,0.94168,0.93736,0.93401,0.93113,0.92907,0.92815,0.92839,0.92973,0.93218,0.93558,0.93987,0.94492,0.95054,0.95648,0.96253,0.96841,0.97391,0.97899,0.98342,0.98729,0.99074,0.9934,0.99648,1
0.99054,0.98613,0.98094,0.97506,0.96894,0.96327,0.95747,0.95222,0.94705,0.94247,0.93869,0.9357,0.93316,0.93163,0.93118,0.93183,0.93352,0.93617,0.93966,0.94404,0.94902,0.95448,0.96023,0.96605,0.9716,0.97691,0.98171,0.98599,0.98981,0.99332,0.99654,1
0.99324,0.98949,0.98536,0.98004,0.97426,0.96824,0.96286,0.95725,0.95235,0.94749,0.94335,0.94006,0.93729,0.9353,0.93426,0.93429,0.93532,0.93731,0.94013,0.94377,0.94814,0.9531,0.95846,0.96408,0.96961,0.97499,0.98006,0.98469,0.98889,0.99274,0.99651,1
