0,0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.28125,0.3125,0.34375,0.375,0.40625,0.4375,0.46875,0.5,0.53125,0.5625,0.59375,0.625,0.65625,0.6875,0.71875,0.75,0.78125,0.8125,0.84375,0.875,0.90625,0.9375,0.96875
0,0.4,0.40001,0.40002,0.40003,0.40006,0.4001,0.40017,0.40027,0.40041,0.4006,0.40083,0.40112,0.40146,0.40185,0.4023,0.40279,0.40332,0.4039,0.40451,0.40515,0.40581,0.4065,0.40721,0.40792,0.40865,0.40939,0.41013,0.41087,0.41161,0.41235,0.41308,0.41381
0.03125,0.40001,0.40002,0.40005,0.40009,0.40015,0.40025,0.4004,0.4006,0.40085,0.40118,0.40157,0.40202,0.40254,0.40311,0.40373,0.40439,0.4051,0.40583,0.4066,0.40738,0.40818,0.40899,0.4098,0.41062,0.41144,0.41226,0.41307,0.41387,0.41466,0.41544,0.41621,0.41696
0.0625,0.40004,0.40007,0.40013,0.40023,0.40038,0.40059,0.40088,0.40124,0.40169,0.40222,0.40282,0.40349,0.40422,0.405,0.40582,0.40667,0.40755,0.40844,0.40935,0.41026,0.41118,0.41209,0.413,0.41389,0.41478,0.41565,0.4165,0.41734,0.41815,0.41895,0.41973,0.42048
0.09375,0.40011,0.40021,0.40036,0.40058,0.40089,0.4013,0.40181,0.40242,0.40313,0.40392,0.40479,0.4057,0.40667,0.40766,0.40868,0.40971,0.41075,0.41178,0.41281,0.41383,0.41483,0.41581,0.41677,0.41771,0.41863,0.41952,0.42039,0.42123,0.42204,0.42282,0.42358,0.42431
0.125,0.40032,0.40055,0.40087,0.40133,0.40191,0.40262,0.40346,0.40441,0.40544,0.40653,0.40767,0.40884,0.41003,0.41122,0.41241,0.41358,0.41474,0.41587,0.41698,0.41805,0.4191,0.42011,0.42109,0.42203,0.42294,0.42382,0.42466,0.42546,0.42624,0.42697,0.42768,0.42836
0.15625,0.40084,0.40132,0.40197,0.4028,0.40379,0.40493,0.40617,0.40749,0.40885,0.41024,0.41164,0.41303,0.41439,0.41573,0.41703,0.41829,0.41951,0.42068,0.42181,0.42289,0.42393,0.42492,0.42586,0.42676,0.42762,0.42844,0.42921,0.42995,0.43064,0.4313,0.43193,0.43252
0.1875,0.40199,0.40293,0.4041,0.40546,0.40698,0.40859,0.41025,0.41192,0.41358,0.4152,0.41678,0.4183,0.41977,0.42117,0.42251,0.42378,0.42498,0.42613,0.42721,0.42824,0.4292,0.43012,0.43097,0.43178,0.43254,0.43326,0.43392,0.43455,0.43514,0.43568,0.43619,0.43666
0.21875,0.40435,0.40598,0.40784,0.40984,0.41189,0.41393,0.41593,0.41786,0.41969,0.42143,0.42308,0.42463,0.42608,0.42745,0.42872,0.42991,0.43103,0.43207,0.43303,0.43393,0.43477,0.43555,0.43627,0.43694,0.43755,0.43812,0.43864,0.43912,0.43956,0.43996,0.44033,0.44065
0.25,0.4087,0.41121,0.4138,0.41637,0.41883,0.42114,0.42329,0.42529,0.42713,0.42883,0.4304,0.43183,0.43315,0.43437,0.43548,0.4365,0.43743,0.43829,0.43907,0.43978,0.44043,0.44102,0.44155,0.44203,0.44246,0.44284,0.44319,0.44349,0.44375,0.44397,0.44416,0.44432
0.28125,0.41598,0.4193,0.42242,0.42527,0.42783,0.43013,0.43218,0.43402,0.43566,0.43714,0.43846,0.43964,0.4407,0.44165,0.4425,0.44326,0.44394,0.44453,0.44506,0.44553,0.44593,0.44628,0.44658,0.44683,0.44704,0.44721,0.44734,0.44743,0.44749,0.44751,0.44751,0.44748
0.3125,0.4269,0.43057,0.4337,0.43635,0.43861,0.44054,0.4422,0.44363,0.44487,0.44594,0.44687,0.44766,0.44835,0.44894,0.44944,0.44985,0.4502,0.45048,0.4507,0.45087,0.45099,0.45106,0.45109,0.45109,0.45104,0.45097,0.45086,0.45072,0.45056,0.45037,0.45016,0.44993
0.34375,0.44152,0.44465,0.44706,0.44896,0.45049,0.45172,0.45272,0.45353,0.45418,0.4547,0.4551,0.45541,0.45563,0.45577,0.45585,0.45587,0.45584,0.45575,0.45563,0.45547,0.45527,0.45504,0.45478,0.45449,0.45418,0.45385,0.4535,0.45313,0.45274,0.45233,0.45191,0.45148
0.375,0.45876,0.46031,0.46133,0.46202,0.46247,0.46275,0.46289,0.46292,0.46286,0.46273,0.46253,0.46227,0.46197,0.46163,0.46125,0.46084,0.4604,0.45993,0.45945,0.45894,0.45842,0.45788,0.45733,0.45676,0.45618,0.4556,0.45501,0.4544,0.45379,0.45318,0.45256,0.45194
0.40625,0.47624,0.47554,0.4748,0.47405,0.47327,0.47249,0.47169,0.47089,0.47007,0.46925,0.46843,0.4676,0.46676,0.46593,0.46509,0.46425,0.46342,0.46258,0.46174,0.46091,0.46008,0.45925,0.45842,0.4576,0.45678,0.45597,0.45516,0.45435,0.45355,0.45275,0.45196,0.45117
0.4375,0.4907,0.48786,0.48548,0.48337,0.48145,0.47966,0.47799,0.47641,0.47489,0.47344,0.47204,0.47069,0.46938,0.4681,0.46686,0.46564,0.46446,0.4633,0.46216,0.46105,0.45996,0.45889,0.45783,0.4568,0.45579,0.45479,0.4538,0.45284,0.45189,0.45095,0.45003,0.44912
0.46875,0.49892,0.49485,0.49137,0.48831,0.48555,0.48302,0.48069,0.47851,0.47647,0.47453,0.4727,0.47095,0.46928,0.46767,0.46612,0.46463,0.4632,0.4618,0.46046,0.45915,0.45787,0.45664,0.45544,0.45426,0.45312,0.45201,0.45092,0.44985,0.44882,0.4478,0.44681,0.44584
0.5,0.49892,0.49477,0.49101,0.48761,0.4845,0.48164,0.47899,0.47652,0.47421,0.47203,0.46998,0.46803,0.46617,0.4644,0.46271,0.46108,0.45953,0.45803,0.45658,0.45519,0.45385,0.45255,0.45129,0.45007,0.44888,0.44774,0.44662,0.44554,0.44448,0.44346,0.44246,0.44149
0.53125,0.4907,0.4873,0.48402,0.48092,0.47801,0.47528,0.47273,0.47033,0.46807,0.46593,0.46391,0.46199,0.46016,0.45843,0.45676,0.45517,0.45365,0.45219,0.45079,0.44943,0.44813,0.44688,0.44566,0.44449,0.44336,0.44227,0.44121,0.44018,0.43918,0.43822,0.43728,0.43638
0.5625,0.47624,0.47392,0.47155,0.4692,0.46692,0.46472,0.46262,0.46061,0.45869,0.45686,0.45512,0.45345,0.45185,0.45033,0.44887,0.44747,0.44612,0.44483,0.44358,0.44238,0.44123,0.44012,0.43904,0.43801,0.437,0.43604,0.4351,0.43419,0.43332,0.43247,0.43165,0.43086
0.59375,0.45876,0.45745,0.45607,0.45462,0.45315,0.45168,0.45022,0.4488,0.4474,0.44605,0.44474,0.44347,0.44224,0.44106,0.43991,0.4388,0.43773,0.4367,0.4357,0.43473,0.4338,0.43289,0.43202,0.43117,0.43035,0.42956,0.42879,0.42805,0.42734,0.42664,0.42598,0.42533
0.625,0.44152,0.44101,0.44043,0.43977,0.43906,0.43829,0.43749,0.43666,0.43582,0.43498,0.43415,0.43332,0.43249,0.43169,0.4309,0.43012,0.42936,0.42862,0.42789,0.42719,0.4265,0.42583,0.42518,0.42455,0.42393,0.42334,0.42276,0.4222,0.42166,0.42114,0.42064,0.42016
0.65625,0.4269,0.42693,0.4269,0.42679,0.42662,0.42638,0.42608,0.42574,0.42537,0.42496,0.42453,0.42409,0.42363,0.42316,0.42269,0.42222,0.42175,0.42128,0.42082,0.42036,0.4199,0.41945,0.41902,0.41859,0.41817,0.41776,0.41737,0.41699,0.41662,0.41626,0.41593,0.4156
0.6875,0.41598,0.41631,0.41657,0.41676,0.41689,0.41696,0.41699,0.41696,0.41689,0.41678,0.41664,0.41647,0.41629,0.41608,0.41585,0.41562,0.41537,0.41512,0.41487,0.4146,0.41434,0.41408,0.41382,0.41357,0.41332,0.41308,0.41284,0.41262,0.4124,0.4122,0.41201,0.41183
0.71875,0.4087,0.40912,0.40947,0.40977,0.41002,0.41023,0.4104,0.41052,0.41061,0.41067,0.4107,0.4107,0.41067,0.41063,0.41057,0.41049,0.4104,0.4103,0.41019,0.41007,0.40996,0.40983,0.40971,0.4096,0.40948,0.40937,0.40927,0.40918,0.40909,0.40902,0.40896,0.40892
0.75,0.40435,0.40471,0.40504,0.40532,0.40558,0.40581,0.406,0.40617,0.40632,0.40644,0.40654,0.40662,0.40667,0.40671,0.40674,0.40675,0.40676,0.40675,0.40673,0.40672,0.40669,0.40667,0.40665,0.40664,0.40663,0.40663,0.40663,0.40665,0.40668,0.40672,0.40677,0.40684
0.78125,0.40199,0.40225,0.40249,0.40271,0.40292,0.40311,0.40328,0.40343,0.40358,0.4037,0.40381,0.40391,0.40399,0.40407,0.40413,0.40419,0.40424,0.40429,0.40433,0.40437,0.40442,0.40447,0.40453,0.40459,0.40467,0.40475,0.40485,0.40496,0.40509,0.40523,0.40539,0.40556
0.8125,0.40084,0.40099,0.40114,0.40129,0.40143,0.40157,0.40169,0.40181,0.40192,0.40203,0.40213,0.40222,0.4023,0.40238,0.40246,0.40253,0.40261,0.40268,0.40277,0.40286,0.40296,0.40307,0.40319,0.40332,0.40347,0.40364,0.40382,0.40402,0.40424,0.40447,0.40473,0.40499
0.84375,0.40032,0.4004,0.40049,0.40057,0.40066,0.40074,0.40083,0.40091,0.40099,0.40106,0.40114,0.40121,0.40129,0.40137,0.40145,0.40154,0.40163,0.40174,0.40186,0.402,0.40215,0.40232,0.40251,0.40272,0.40295,0.4032,0.40346,0.40375,0.40406,0.40438,0.40473,0.40509
0.875,0.40011,0.40015,0.40019,0.40024,0.40028,0.40033,0.40038,0.40044,0.40049,0.40054,0.4006,0.40067,0.40074,0.40083,0.40092,0.40103,0.40116,0.40131,0.40148,0.40168,0.40189,0.40214,0.4024,0.40269,0.40301,0.40334,0.4037,0.40408,0.40448,0.4049,0.40533,0.40578
0.90625,0.40004,0.40005,0.40007,0.40009,0.40012,0.40014,0.40017,0.40021,0.40025,0.4003,0.40035,0.40043,0.40051,0.40062,0.40075,0.40091,0.4011,0.40131,0.40155,0.40182,0.40213,0.40246,0.40282,0.4032,0.40361,0.40405,0.4045,0.40498,0.40547,0.40597,0.4065,0.40703
0.9375,0.40001,0.40002,0.40002,0.40003,0.40005,0.40007,0.40009,0.40012,0.40017,0.40023,0.40031,0.40041,0.40054,0.40071,0.4009,0.40114,0.40141,0.40171,0.40205,0.40243,0.40283,0.40327,0.40374,0.40423,0.40475,0.40529,0.40584,0.40641,0.407,0.40759,0.40819,0.4088
0.96875,0.4,0.40001,0.40001,0.40002,0.40003,0.40006,0.40009,0.40014,0.40021,0.40031,0.40045,0.40062,0.40084,0.40109,0.40139,0.40174,0.40212,0.40255,0.40302,0.40352,0.40405,0.40461,0.40519,0.4058,0.40643,0.40707,0.40772,0.40838,0.40905,0.40972,0.4104,0.41107
